0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
1	0	74
2	0	4
2	1	55
3	0	28
3	1	15
3	2	6
4	0	100
4	1	34
4	2	92
4	3	22
5	0	1
5	1	49
5	2	83
5	3	20
5	4	85
6	0	33
6	1	38
6	2	39
6	3	55
6	4	52
6	5	76
7	0	10
7	1	73
7	2	67
7	3	40
7	4	23
7	5	81
7	6	49
8	0	47
8	1	77
8	2	15
8	3	45
8	4	81
8	5	34
8	6	41
8	7	16
9	0	85
9	1	18
9	2	35
9	3	48
9	4	19
9	5	82
9	6	12
9	7	68
9	8	74
10	0	83
10	1	27
10	2	41
10	3	16
10	4	50
10	5	8
10	6	17
10	7	19
10	8	72
10	9	77
11	0	17
11	1	74
11	2	10
11	3	93
11	4	91
11	5	73
11	6	28
11	7	36
11	8	65
11	9	86
11	10	76
12	0	28
12	1	89
12	2	54
12	3	70
12	4	29
12	5	22
12	6	98
12	7	30
12	8	57
12	9	41
12	10	48
12	11	16
13	0	75
13	1	45
13	2	6
13	3	66
13	4	30
13	5	15
13	6	49
13	7	91
13	8	73
13	9	36
13	10	89
13	11	98
13	12	68
14	0	58
14	1	54
14	2	44
14	3	16
14	4	99
14	5	61
14	6	82
14	7	69
14	8	20
14	9	52
14	10	35
14	11	17
14	12	22
14	13	98
15	0	12
15	1	1
15	2	83
15	3	13
15	4	56
15	5	65
15	6	4
15	7	78
15	8	99
15	9	17
15	10	20
15	11	73
15	12	15
15	13	68
15	14	41
16	0	6
16	1	25
16	2	96
16	3	39
16	4	85
16	5	30
16	6	26
16	7	92
16	8	79
16	9	40
16	10	21
16	11	54
16	12	41
16	13	38
16	14	45
16	15	26
17	0	65
17	1	81
17	2	39
17	3	29
17	4	10
17	5	75
17	6	78
17	7	89
17	8	13
17	9	6
17	10	72
17	11	63
17	12	9
17	13	64
17	14	61
17	15	34
17	16	56
18	0	3
18	1	71
18	2	42
18	3	12
18	4	26
18	5	10
18	6	50
18	7	87
18	8	31
18	9	95
18	10	5
18	11	45
18	12	50
18	13	65
18	14	39
18	15	1
18	16	82
18	17	95
19	0	37
19	1	39
19	2	33
19	3	62
19	4	73
19	5	27
19	6	92
19	7	16
19	8	95
19	9	80
19	10	99
19	11	96
19	12	52
19	13	97
19	14	91
19	15	69
19	16	44
19	17	49
19	18	63
20	0	39
20	1	74
20	2	38
20	3	72
20	4	26
20	5	11
20	6	73
20	7	38
20	8	26
20	9	100
20	10	49
20	11	52
20	12	73
20	13	45
20	14	57
20	15	92
20	16	45
