0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
1	0	63
2	0	89
2	1	87
3	0	67
3	1	75
3	2	6
4	0	1
4	1	92
4	2	90
4	3	62
5	0	87
5	1	81
5	2	15
5	3	31
5	4	23
6	0	46
6	1	100
6	2	58
6	3	24
6	4	51
6	5	68
7	0	7
7	1	71
7	2	71
7	3	5
7	4	88
7	5	19
7	6	25
8	0	85
8	1	10
8	2	27
8	3	50
8	4	20
8	5	27
8	6	88
8	7	43
9	0	35
9	1	30
9	2	40
9	3	67
9	4	71
9	5	90
9	6	34
9	7	96
9	8	46
10	0	4
10	1	62
10	2	35
10	3	66
10	4	35
10	5	78
10	6	85
10	7	4
10	8	1
10	9	91
11	0	54
11	1	81
11	2	95
11	3	61
11	4	88
11	5	55
11	6	68
11	7	12
11	8	78
11	9	35
11	10	64
12	0	56
12	1	46
12	2	88
12	3	49
12	4	14
12	5	7
12	6	98
12	7	74
12	8	88
12	9	69
12	10	25
12	11	30
13	0	96
13	1	41
13	2	66
13	3	49
13	4	99
13	5	41
13	6	4
13	7	40
13	8	21
13	9	5
13	10	44
13	11	85
13	12	82
14	0	17
14	1	92
14	2	46
14	3	99
14	4	39
14	5	32
14	6	61
14	7	56
14	8	53
14	9	41
14	10	40
14	11	5
14	12	83
14	13	82
15	0	3
15	1	16
15	2	85
15	3	33
15	4	17
15	5	6
15	6	74
15	7	25
15	8	37
15	9	70
15	10	25
15	11	4
15	12	63
15	13	71
15	14	16
16	0	80
16	1	91
16	2	54
16	3	15
16	4	6
16	5	75
16	6	68
16	7	36
16	8	87
16	9	11
16	10	100
16	11	59
16	12	96
16	13	26
16	14	11
16	15	45
17	0	57
17	1	2
17	2	53
17	3	27
17	4	97
17	5	10
17	6	10
17	7	5
17	8	73
17	9	8
17	10	15
17	11	31
17	12	40
17	13	24
17	14	62
17	15	94
17	16	32
18	0	27
18	1	87
18	2	19
18	3	26
18	4	22
18	5	99
18	6	92
18	7	51
18	8	57
18	9	77
18	10	39
18	11	16
18	12	73
18	13	10
18	14	13
18	15	74
18	16	6
18	17	45
19	0	63
19	1	12
19	2	43
19	3	92
19	4	19
19	5	63
19	6	76
19	7	29
19	8	15
19	9	75
19	10	48
19	11	69
19	12	17
19	13	2
19	14	16
19	15	28
19	16	80
19	17	12
19	18	89
20	0	14
20	1	49
20	2	3
20	3	67
20	4	74
20	5	8
20	6	53
20	7	30
20	8	65
20	9	58
20	10	14
20	11	100
20	12	67
20	13	34
20	14	41
20	15	68
20	16	90
20	17	56
20	18	55
20	19	76
21	0	36
21	1	24
21	2	72
21	3	26
21	4	84
21	5	32
21	6	60
21	7	1
21	8	58
21	9	5
21	10	73
21	11	64
21	12	80
21	13	35
21	14	5
21	15	38
21	16	95
21	17	19
21	18	33
21	19	11
21	20	68
22	0	39
22	1	78
22	2	61
22	3	75
22	4	16
22	5	58
22	6	43
22	7	33
22	8	2
22	9	41
22	10	56
22	11	31
22	12	66
22	13	20
22	14	56
22	15	5
22	16	53
22	17	20
22	18	93
22	19	67
22	20	57
22	21	1
23	0	29
23	1	86
23	2	75
23	3	18
23	4	31
23	5	97
23	6	94
23	7	48
23	8	91
23	9	23
23	10	97
23	11	15
23	12	88
23	13	11
23	14	76
